read_id	clean_length	perturbed_length	length_change	clean_mean_qscore	perturbed_mean_qscore	mean_qscore_change	sequence_identical	edit_distance	normalized_edit_distance	sequence_identity_percent	alignment_identity_percent	matches	substitutions	insertions	deletions
000ed7f1-bc62-4311-bf8c-218e4a715d9a	1538	1570	32	29.951235	25.951592	-3.999643	0	71	0.0452229299	95.477707	95.506329	1509	19	42	10
0036953b-980e-47f3-bdd0-3923921aff69	318	321	3	27.578616	24.233645	-3.344971	0	28	0.0872274143	91.277259	91.515152	302	7	12	9
00585866-be90-4bff-bf96-a5155418ff88	1397	1403	6	35.207588	33.573770	-1.633817	0	18	0.0128296507	98.717035	98.719772	1388	6	9	3
006afbd3-a5dd-488e-bcc6-e265cf8abbcd	3637	3618	-19	30.710476	28.865948	-1.844528	0	95	0.0261204289	97.387957	97.404372	3565	30	23	42
0073f3c0-5af0-4691-8100-10c5a30efc55	573	580	7	40.788831	38.912069	-1.876762	0	7	0.0120689655	98.793103	98.793103	573	0	7	0
00bb5df4-101b-4549-99f2-5df722844f98	972	971	-1	40.168724	38.102987	-2.065738	0	2	0.0020576132	99.794239	99.794239	970	1	0	1
00ef6a11-0fe8-400e-ade3-650aa30da177	360	396	36	33.305556	29.257576	-4.047980	0	43	0.1085858586	89.141414	89.195980	355	3	38	2
0137c47d-6551-4f1a-84f4-e9369da48266	1132	1132	0	38.645760	38.070671	-0.575088	0	8	0.0070671378	99.293286	99.293910	1125	6	1	1
01796034-9e1f-44db-8b06-2297bff85ab7	3206	3211	5	36.148784	34.004360	-2.144424	0	64	0.0199314855	98.006851	98.019189	3167	19	25	20
01f5e7c3-c75d-4cc9-b8dd-89e4a6777b66	3145	3152	7	40.947854	39.544099	-1.403755	0	20	0.0063451777	99.365482	99.366487	3137	3	12	5
0202d0c0-9e10-4fb4-9908-d41d3583c054	488	489	1	37.147541	33.584867	-3.562674	0	7	0.0143149284	98.568507	98.574338	484	2	3	2
029ac4f8-d2fe-4760-833c-8b952b71c658	357	356	-1	28.593838	22.901685	-5.692152	0	19	0.0532212885	94.677871	94.722222	341	12	3	4
02ac7244-7cba-4d0c-800e-ddeac889047e	2011	2016	5	41.400796	39.948909	-1.451887	0	14	0.0069444444	99.305556	99.306931	2006	1	9	4
02d9a072-aa01-41d8-9931-4f5972bdf075	4565	4557	-8	38.745893	36.583498	-2.162395	0	43	0.0094194962	99.058050	99.060725	4535	9	13	21
03404653-6e35-47ab-b9e4-b98f15b9e6e8	3961	3957	-4	38.854582	37.376042	-1.478540	0	49	0.0123706135	98.762939	98.767606	3927	15	15	19
03ca6578-9f5b-4f53-8577-51ae5ec47898	31581	31605	24	38.980210	36.300554	-2.679656	0	308	0.0097452935	99.025471	99.028269	31388	102	115	91
0465a968-47f0-46f3-8864-eaa7e7324a76	284	354	70	1.690141	2.152542	0.462402	0	286	0.8079096045	19.209040	19.209040	68	216	70	0
04cb0728-880b-430c-b213-b8c0cd5c50ff	481	481	0	31.347193	26.848233	-4.498960	0	6	0.0124740125	98.752599	98.757764	477	2	2	2
04fd143c-6822-4623-bb7a-91c71f7bcd14	590	590	0	40.889831	38.827119	-2.062712	1	0	0.0000000000	100.000000	100.000000	590	0	0	0
0505bf07-6018-40c7-98b3-86786d8c29ab	2561	2569	8	38.689965	34.784352	-3.905613	0	30	0.0116776956	98.832230	98.836307	2548	4	17	9
065a405f-77de-4fa2-8b96-670e3383ebf6	10508	10463	-45	38.732394	33.600019	-5.132375	0	196	0.0186524553	98.134754	98.142884	10358	59	46	91
0687c6bb-6432-4c63-ba47-a6068b66462f	1233	1234	1	38.921330	37.301459	-1.619871	0	9	0.0072933549	99.270665	99.272433	1228	2	4	3
0694058d-2a5d-44b4-aa89-fdedbc4a0914	34734	34741	7	40.476824	38.098875	-2.377949	0	223	0.0064189286	99.358107	99.359600	34599	54	88	81
