read_id	clean_length	perturbed_length	length_change	clean_mean_qscore	perturbed_mean_qscore	mean_qscore_change	sequence_identical	edit_distance	normalized_edit_distance	sequence_identity_percent	alignment_identity_percent	matches	substitutions	insertions	deletions
000ed7f1-bc62-4311-bf8c-218e4a715d9a	1538	1564	26	29.951235	29.464834	-0.486402	0	56	0.0358056266	96.419437	96.446701	1520	6	38	12
01f5e7c3-c75d-4cc9-b8dd-89e4a6777b66	3145	3150	5	40.947854	40.876190	-0.071663	0	9	0.0028571429	99.714286	99.714467	3143	0	7	2
0812e3c5-97ef-4297-8a99-8789e523ff34	3730	3735	5	35.288204	35.086212	-0.201992	0	25	0.0066934404	99.330656	99.332087	3718	4	13	8
0ab78041-5951-4e3e-8ecf-46a380edf1f8	2323	2329	6	39.491175	39.455131	-0.036044	0	6	0.0025762130	99.742379	99.742379	2323	0	6	0
0c4cddec-181d-4f12-b068-1fc04dcce924	325	325	0	24.393846	24.206154	-0.187692	0	2	0.0061538462	99.384615	99.384615	323	2	0	0
0e13ed29-4c55-4a48-acd0-9745414fd8be	3372	3368	-4	38.599644	38.964667	0.365023	0	14	0.0041518387	99.584816	99.585062	3360	6	2	6
0f192d1b-b2ef-4e2c-a1e3-533100490fd5	2061	2061	0	35.526929	34.747695	-0.779233	0	5	0.0024260068	99.757399	99.757635	2058	1	2	2
1329b616-0d49-41b3-8d12-426ec659d086	662	659	-3	30.938066	30.661608	-0.276458	0	9	0.0135951662	98.640483	98.642534	654	4	1	4
176feeba-ea05-4772-8c6e-4b97f97b136a	2549	2547	-2	38.842683	38.778170	-0.064513	0	6	0.0023538643	99.764614	99.764614	2543	4	0	2
177739d2-fb28-453b-a88c-19c65550871c	717	717	0	40.390516	40.471409	0.080893	1	0	0.0000000000	100.000000	100.000000	717	0	0	0
18e4a73b-e09a-493b-ba25-15c797e5864b	404	404	0	34.400990	33.952970	-0.448020	0	6	0.0148514851	98.514851	98.514851	398	6	0	0
19dfcdae-1802-4735-9d80-5dd6f3bf0055	739	742	3	27.604871	26.766846	-0.838025	0	17	0.0229110512	97.708895	97.721180	729	6	7	4
1bdef138-b878-4168-aeea-2a2551ecd48e	544	544	0	35.257353	35.343750	0.086397	1	0	0.0000000000	100.000000	100.000000	544	0	0	0
1e013367-847f-4bd5-a6da-8750dd79935a	294	290	-4	2.493197	2.072414	-0.420783	0	30	0.1020408163	89.795918	89.795918	264	26	0	4
1f7014c9-7c36-4a5d-90ef-4759f46b947f	1646	1642	-4	39.162211	39.333130	0.170919	0	8	0.0048602673	99.513973	99.514268	1639	2	1	5
20a4eac0-51c1-409b-b2e7-4dafdcff9f92	4007	4005	-2	41.190916	40.554557	-0.636359	0	5	0.0012478163	99.875218	99.875250	4003	1	1	3
21754b1a-558c-4150-b9d5-3f0683319771	726	725	-1	41.059229	40.844138	-0.215091	0	2	0.0027548209	99.724518	99.724518	724	1	0	1
23b7700e-9586-485f-87bd-a89e6c2790c7	4087	4091	4	37.272327	37.416280	0.143953	0	9	0.0021999511	99.780005	99.780059	4083	3	5	1
247261cf-d768-4c4b-aab1-7432593cf99e	1657	1656	-1	35.820760	35.978261	0.157500	0	8	0.0048280024	99.517200	99.518072	1652	1	3	4
2472d10d-f5a6-4945-bf3f-8f30573d2d23	1275	1274	-1	35.193725	35.216641	0.022915	0	15	0.0117647059	98.823529	98.827209	1264	6	4	5
24ad99de-3703-4e9f-8b9a-938ea3982619	2666	2665	-1	39.468117	39.222889	-0.245228	0	22	0.0082520630	99.174794	99.176647	2650	9	6	7
250ca00f-6175-49c6-aa39-3cc7d77d38f8	2066	2065	-1	39.966602	39.821308	-0.145295	0	1	0.0004840271	99.951597	99.951597	2065	0	0	1
26ba733d-e186-4bef-9432-a056a157b564	5652	5654	2	38.576964	38.617262	0.040298	0	8	0.0014149275	99.858507	99.858557	5648	2	4	2
271d1f97-00fc-40c5-8241-7bfb6ccd7303	1579	1577	-2	41.305256	41.582752	0.277496	0	2	0.0012666244	99.873338	99.873338	1577	0	0	2
292ef219-01db-4f93-b999-6d6a560aa355	399	398	-1	25.974937	26.195980	0.221043	0	16	0.0401002506	95.989975	96.039604	388	5	5	6
33087256-f1d2-418b-b69d-feb8f1fe0743	4347	4351	4	30.070623	30.099288	0.028664	0	14	0.0032176511	99.678235	99.678383	4339	6	6	2
345117ee-e4e5-403c-88cc-629c03ca7065	831	830	-1	37.701564	37.931325	0.229761	0	2	0.0024067389	99.759326	99.759326	829	1	0	1
34f98559-c31d-4072-8747-16ad7da9fcfd	458	459	1	34.163755	33.649237	-0.514518	0	4	0.0087145969	99.128540	99.128540	455	3	1	0
3a0a0061-6b4f-45ae-805a-0013d0c42a4e	644	645	1	38.574534	38.615504	0.040970	0	2	0.0031007752	99.689922	99.689922	643	1	1	0
3af85a7e-656e-4db8-b7ef-8dca774297a4	2906	2906	0	37.629387	37.864763	0.235375	0	14	0.0048176187	99.518238	99.519066	2897	4	5	5
3bac013a-0273-49c2-9709-941a37a22266	2889	2895	6	29.464174	29.326079	-0.138095	0	95	0.0328151986	96.718480	96.729776	2810	69	16	10
3bda400f-5cb4-433c-8f8f-a7fa308ecabb	3581	3584	3	38.991902	38.827567	-0.164335	0	20	0.0055803571	99.441964	99.442742	3569	7	8	5
3f6d82a7-7d53-4495-aebc-b8a999c5f2cb	3878	3878	0	25.970861	25.625580	-0.345281	0	50	0.0128932439	98.710676	98.716303	3845	16	17	17
4a035866-d8fa-46e4-b2b0-c38224505ba4	225	291	66	2.124444	3.395189	1.270745	0	124	0.4261168385	57.388316	57.388316	167	58	66	0
4c5a507c-3460-4de4-a55a-7f9cbca0c280	307	307	0	26.306189	27.296417	0.990228	0	7	0.0228013029	97.719870	97.741935	303	1	3	3
4e5e0851-f8c0-4c23-8a8f-bb0889a3fa9f	2388	2384	-4	39.866415	39.993289	0.126873	0	17	0.0071189280	99.288107	99.289298	2375	5	4	8
512f75c1-c2f4-41cb-b675-b61d66604bac	1024	1027	3	36.199219	36.325219	0.126000	0	10	0.0097370983	99.026290	99.027237	1018	5	4	1
526cc707-ddf4-4a23-a99f-1af600cfb195	283	283	0	21.950530	22.734982	0.784452	0	3	0.0106007067	98.939929	98.943662	281	1	1	1
531fd7b6-cd90-405a-9ddd-bacfe5aa5a97	4143	4146	3	37.943761	37.773275	-0.170485	0	12	0.0028943560	99.710564	99.710843	4138	1	7	4
533b9e5a-2150-4e55-9d9b-0d578ad8e8ff	988	991	3	34.991903	35.020182	0.028279	0	7	0.0070635721	99.293643	99.295065	986	0	5	2
5ba17aa8-a282-4752-9130-94ffc5ac0604	929	931	2	33.207750	33.316864	0.109113	0	8	0.0085929108	99.140709	99.142551	925	2	4	2
5cc572a8-0e04-4281-9b4b-38336e36b7b2	2648	2647	-1	41.322508	41.343785	0.021278	0	2	0.0007552870	99.924471	99.924471	2646	1	0	1
6340f064-3a0f-4daf-8b94-bb5f5193b5db	680	679	-1	35.752941	36.201767	0.448826	0	1	0.0014705882	99.852941	99.852941	679	0	0	1
63b26469-d16f-47a6-b6a0-1659fc295e04	1766	1768	2	39.832390	39.906674	0.074285	0	13	0.0073529412	99.264706	99.265951	1758	5	5	3
63f3be54-b789-471c-a3a6-b826605fe87b	1262	1262	0	38.992868	38.874802	-0.118067	0	6	0.0047543582	99.524564	99.524941	1257	4	1	1
6675022e-ea87-4ef7-991c-241707800147	3275	3273	-2	40.177405	40.009777	-0.167628	0	3	0.0009160305	99.908397	99.908397	3272	1	0	2
6871158f-5836-4f3c-98c3-2c3504488212	2397	2396	-1	40.716729	40.639399	-0.077330	0	3	0.0012515645	99.874844	99.874896	2395	0	1	2
6a769cda-bda0-42c0-b1d7-d0c0aaee0571	5012	5009	-3	39.764765	39.672589	-0.092175	0	14	0.0027932961	99.720670	99.720837	5001	5	3	6
6ae240da-e9da-468d-a584-c65850665628	674	673	-1	33.934718	34.158990	0.224271	0	2	0.0029673591	99.703264	99.703264	672	1	0	1
6e7e1832-8d22-4421-98b0-29f0f362d862	1164	1165	1	35.328179	35.309013	-0.019166	0	1	0.0008583691	99.914163	99.914163	1164	0	1	0
73088aa1-d6ca-441a-be7f-e5a9df3299bb	1420	1418	-2	40.418310	40.106488	-0.311822	0	6	0.0042253521	99.577465	99.577465	1414	4	0	2
7a4fc735-529f-4e60-aad3-817a7c709dad	2340	2340	0	35.955128	36.147009	0.191880	1	0	0.0000000000	100.000000	100.000000	2340	0	0	0
7c7c4fa8-dc08-45fa-bf6d-1e24c02394c6	3462	3463	1	39.142403	39.379440	0.237037	0	12	0.0034652036	99.653480	99.653780	3454	5	4	3
7dda118a-8f50-4708-a142-18ca4932d2f1	4258	4261	3	38.517379	38.335602	-0.181777	0	10	0.0023468669	99.765313	99.765478	4254	1	6	3
7ffe42ea-532b-4ca5-ad4d-a82e72a2aca4	3178	3185	7	37.655758	37.410675	-0.245083	0	16	0.0050235479	99.497645	99.497803	3170	7	8	1
80c38d4b-6791-4fd6-a074-1eb7ab788715	1661	1664	3	38.118001	38.173077	0.055076	0	5	0.0030048077	99.699519	99.699519	1659	2	3	0
88341c25-73a2-4eaf-a06a-63136dc5af5b	652	653	1	29.257669	29.085758	-0.171911	0	3	0.0045941807	99.540582	99.540582	650	2	1	0
8ae0ebd6-e9dc-4118-a0aa-48a4e6ce7652	3012	3010	-2	36.742032	36.776744	0.034712	0	30	0.0099601594	99.003984	99.005964	2988	16	6	8
8e3d97db-b630-4271-a37a-3088aad53657	1006	1012	6	32.044732	31.914032	-0.130700	0	9	0.0088932806	99.110672	99.111550	1004	1	7	1
9115685d-f53e-4f01-a57d-368fde280d5f	4360	4360	0	32.068119	32.160550	0.092431	0	32	0.0073394495	99.266055	99.268070	4340	8	12	12
9bc715b6-78b5-4a4c-9d5d-b11637783c57	2056	2059	3	41.462062	41.485673	0.023610	0	10	0.0048567266	99.514327	99.515034	2052	1	6	3
9c8054b1-10d3-4eab-b0a3-905f0705f723	3977	3987	10	36.089263	36.176825	0.087561	0	25	0.0062703787	99.372962	99.373277	3964	11	12	2
9cc12843-a393-46a3-aa28-a4ca1ef727f0	3115	3116	1	35.976244	35.752888	-0.223356	0	28	0.0089858793	99.101412	99.103426	3095	13	8	7
9f1a43a8-8fbf-4eb4-ac9f-0d14cf363832	2098	2099	1	28.710200	28.425441	-0.284760	0	9	0.0042877561	99.571224	99.571633	2092	4	3	2
a02ab59b-fb67-4fa9-9481-0011552855b0	1974	1974	0	39.581054	39.318642	-0.262411	0	14	0.0070921986	99.290780	99.292214	1964	6	4	4
a18665e6-045b-4a13-a436-49b92be54d79	3995	3994	-1	38.296120	38.211067	-0.085054	0	25	0.0062578223	99.374218	99.375624	3979	6	9	10
a5fbd683-7044-4430-9ee9-8a4e4731f7eb	1580	1582	2	39.231646	38.934893	-0.296753	0	2	0.0012642225	99.873578	99.873578	1580	0	2	0
a6671bd0-773a-44a0-9a0d-3e737f5d81f9	2040	2034	-6	39.436765	39.264012	-0.172753	0	8	0.0039215686	99.607843	99.608035	2033	0	1	7
a9df8707-3e7d-4b6a-825a-b95fc7c0a5ba	887	880	-7	34.350620	33.597727	-0.752893	0	14	0.0157835400	98.421646	98.426966	876	1	3	10
aa0b4545-5e35-4ad8-865f-56409e9f0de7	1509	1509	0	40.648774	40.673956	0.025182	0	5	0.0033134526	99.668655	99.669093	1506	1	2	2
ac9b7d3b-abe3-465e-adc9-658815d7fd24	3441	3460	19	28.922406	28.432370	-0.490036	0	46	0.0132947977	98.670520	98.674352	3424	7	29	10
acc355b2-45cf-4d78-83ea-64881ae3cfed	3034	3037	3	37.246539	36.921304	-0.325235	0	13	0.0042805400	99.571946	99.572228	3026	6	5	2
ada9a76e-444a-4340-b9e8-a56e1b2e1331	3992	3990	-2	31.579910	31.351629	-0.228281	0	45	0.0112725451	98.872745	98.876685	3961	15	14	16
ae6ddeb0-6ed2-4387-b62e-6e8381b3089c	1303	1304	1	41.123561	41.214724	0.091163	0	5	0.0038343558	99.616564	99.617152	1301	0	3	2
b2bcb217-5d3b-4191-9f2e-b401fdd07b3f	3032	3030	-2	38.079485	37.958086	-0.121400	0	5	0.0016490765	99.835092	99.835147	3028	1	1	3
b7fa546f-892e-4c87-8b8a-7c011de52df4	547	547	0	30.893967	30.952468	0.058501	0	2	0.0036563071	99.634369	99.635036	546	0	1	1
b9eb5d22-d22d-41be-91ef-e4241a3acbd5	2514	2481	-33	37.891806	37.977025	0.085220	0	34	0.0135242641	98.647574	98.647574	2480	1	0	33
baaf4860-8c90-404b-a48d-bd6187d7a267	3254	3249	-5	33.641364	33.668513	0.027149	0	22	0.0067609096	99.323909	99.324739	3236	9	4	9
