read_id	clean_length	perturbed_length	length_change	clean_mean_qscore	perturbed_mean_qscore	mean_qscore_change	sequence_identical	edit_distance	normalized_edit_distance	sequence_identity_percent	alignment_identity_percent	matches	substitutions	insertions	deletions
000ed7f1-bc62-4311-bf8c-218e4a715d9a	1538	1570	32	29.951235	25.951592	-3.999643	0	71	0.0452229299	95.477707	95.506329	1509	19	10	42
01f5e7c3-c75d-4cc9-b8dd-89e4a6777b66	3145	3152	7	40.947854	39.544099	-1.403755	0	20	0.0063451777	99.365482	99.366487	3137	3	5	12
0812e3c5-97ef-4297-8a99-8789e523ff34	3730	3699	-31	35.288204	31.135712	-4.152491	0	189	0.0506702413	94.932976	94.962687	3563	114	53	22
0ab78041-5951-4e3e-8ecf-46a380edf1f8	2323	2327	4	39.491175	36.490331	-3.000844	0	26	0.0111731844	98.882682	98.886033	2308	8	7	11
0c4cddec-181d-4f12-b068-1fc04dcce924	325	321	-4	24.393846	23.601246	-0.792600	0	13	0.0400000000	96.000000	96.012270	313	7	5	1
0e13ed29-4c55-4a48-acd0-9745414fd8be	3372	3372	0	38.599644	36.801305	-1.798339	0	33	0.0097864769	99.021352	99.024534	3350	11	11	11
0f192d1b-b2ef-4e2c-a1e3-533100490fd5	2061	2057	-4	35.526929	34.385027	-1.141902	0	27	0.0131004367	98.689956	98.693759	2040	11	10	6
1329b616-0d49-41b3-8d12-426ec659d086	662	654	-8	30.938066	27.671254	-3.266813	0	20	0.0302114804	96.978852	96.992481	645	6	11	3
176feeba-ea05-4772-8c6e-4b97f97b136a	2549	2546	-3	38.842683	36.101728	-2.740955	0	29	0.0113770106	98.862299	98.864526	2525	16	8	5
177739d2-fb28-453b-a88c-19c65550871c	717	717	0	40.390516	38.043236	-2.347280	0	4	0.0055788006	99.442120	99.443672	715	0	2	2
18e4a73b-e09a-493b-ba25-15c797e5864b	404	406	2	34.400990	32.480296	-1.920695	0	11	0.0270935961	97.290640	97.297297	396	7	1	3
19dfcdae-1802-4735-9d80-5dd6f3bf0055	739	745	6	27.604871	27.557047	-0.047824	0	28	0.0375838926	96.241611	96.276596	724	8	7	13
1bdef138-b878-4168-aeea-2a2551ecd48e	544	545	1	35.257353	33.891743	-1.365610	0	3	0.0055045872	99.449541	99.449541	542	2	0	1
1e013367-847f-4bd5-a6da-8750dd79935a	294	155	-139	2.493197	1.554839	-0.938359	0	220	0.7482993197	25.170068	25.170068	74	81	139	0
1f7014c9-7c36-4a5d-90ef-4759f46b947f	1646	1649	3	39.162211	36.694967	-2.467245	0	29	0.0175864160	98.241358	98.249849	1628	10	8	11
