read_id	clean_length	perturbed_length	length_change	clean_mean_qscore	perturbed_mean_qscore	mean_qscore_change	sequence_identical	edit_distance	normalized_edit_distance	sequence_identity_percent	alignment_identity_percent	matches	substitutions	insertions	deletions
000ed7f1-bc62-4311-bf8c-218e4a715d9a	1538	1545	7	29.951235	18.999353	-10.951883	0	135	0.0873786408	91.262136	91.525424	1458	32	55	48
01f5e7c3-c75d-4cc9-b8dd-89e4a6777b66	3145	3176	31	40.947854	30.857997	-10.089856	0	104	0.0327455919	96.725441	96.751015	3097	23	56	25
0812e3c5-97ef-4297-8a99-8789e523ff34	3730	3660	-70	35.288204	19.453279	-15.834925	0	369	0.0989276139	90.107239	90.266420	3422	177	61	131
0ab78041-5951-4e3e-8ecf-46a380edf1f8	2323	2321	-2	39.491175	26.846187	-12.644988	0	93	0.0400344382	95.996556	96.045918	2259	33	29	31
0c4cddec-181d-4f12-b068-1fc04dcce924	325	311	-14	24.393846	18.125402	-6.268444	0	42	0.1292307692	87.076923	87.234043	287	20	4	18
0e13ed29-4c55-4a48-acd0-9745414fd8be	3372	3363	-9	38.599644	28.842105	-9.757539	0	107	0.0317319098	96.826809	96.857562	3298	32	33	42
0f192d1b-b2ef-4e2c-a1e3-533100490fd5	2061	2034	-27	35.526929	25.423304	-10.103625	0	92	0.0446385250	95.536148	95.581172	1990	23	21	48
1329b616-0d49-41b3-8d12-426ec659d086	662	650	-12	30.938066	18.112308	-12.825759	0	51	0.0770392749	92.296073	92.455621	625	11	14	26
176feeba-ea05-4772-8c6e-4b97f97b136a	2549	2522	-27	38.842683	28.117764	-10.724920	0	100	0.0392310710	96.076893	96.111975	2472	27	23	50
177739d2-fb28-453b-a88c-19c65550871c	717	718	1	40.390516	29.073816	-11.316700	0	23	0.0320334262	96.796657	96.831956	703	6	9	8
18e4a73b-e09a-493b-ba25-15c797e5864b	404	407	3	34.400990	24.000000	-10.400990	0	16	0.0393120393	96.068796	96.107056	395	5	7	4
19dfcdae-1802-4735-9d80-5dd6f3bf0055	739	738	-1	27.604871	18.134146	-9.470725	0	60	0.0811907984	91.880920	92.052980	695	27	16	17
1bdef138-b878-4168-aeea-2a2551ecd48e	544	545	1	35.257353	28.574312	-6.683041	0	7	0.0128440367	98.715596	98.715596	538	6	1	0
1e013367-847f-4bd5-a6da-8750dd79935a	294	397	103	2.493197	2.297229	-0.195968	0	133	0.3350125945	66.498741	66.498741	264	30	103	0
1f7014c9-7c36-4a5d-90ef-4759f46b947f	1646	1645	-1	39.162211	28.864438	-10.297774	0	70	0.0425273390	95.747266	95.808383	1600	21	24	25
